7841 1
3839 1
2774 1
2739 1
1784 1
1512 1
1335 1
1256 1
1129 1
1068 1
945 1
932 1
918 1
825 1
777 1
757 1
712 1
690 1
683 1
599 1
580 1
536 2
492 1
489 1
483 1
481 1
461 1
438 1
416 1
390 1
380 1
376 1
375 1
369 1
342 1
341 1
338 1
327 1
320 1
307 1
305 1
295 2
280 2
274 1
273 1
267 1
261 1
257 1
253 1
250 1
235 1
226 1
224 1
217 1
211 2
210 1
204 2
200 1
198 1
196 1
195 1
189 2
186 1
185 1
180 1
176 1
175 1
169 1
168 2
165 2
164 1
158 1
150 1
149 1
148 2
147 1
146 1
144 1
139 1
137 1
136 1
130 1
128 1
125 1
122 1
121 1
120 1
119 1
116 1
115 1
112 2
110 3
107 2
106 1
105 2
104 5
102 2
101 2
99 5
98 3
97 2
96 1
95 2
94 1
93 1
92 2
88 3
87 4
84 2
83 3
82 1
81 2
80 1
78 1
77 1
76 3
74 4
73 3
72 1
71 2
70 3
69 3
68 2
67 3
66 1
65 2
64 6
63 3
62 3
61 3
60 2
59 8
57 2
56 4
55 4
54 3
53 4
52 4
51 5
50 7
49 2
48 6
47 4
46 4
45 8
44 6
43 9
42 9
41 10
40 11
39 8
38 6
37 5
36 11
35 12
34 11
33 7
32 12
31 7
30 11
29 12
28 9
27 20
26 25
25 13
24 15
23 16
22 17
21 17
20 17
19 28
18 33
17 34
16 33
15 44
14 55
13 50
12 50
11 70
10 81
9 113
8 127
7 173
6 202
5 313
4 389
3 628
2 1318
1 3682
