1 0.99538916158574 0.990828086559144
1.1 1.0944269005413 1.08891989745637
1.21 1.2032645381165 1.19661684787956
1.331 1.32286069803291 1.31483792450951
1.4641 1.45426552497083 1.44458571794572
1.61051 1.59862897143993 1.58695317702309
1.771561 1.7572097470662 1.7431307439062
1.9487171 1.93138496536507 1.91441385922872
2.14358881 2.12266052304067 2.10221081910109
2.357947691 2.33268224339341 2.30805095734637
2.5937424601 2.56324781458219 2.5335931169702
2.85311670611 2.816319546011 2.7806343649342
3.138428376721 3.09403796620452 3.05111889401717
3.4522712143931 3.39873627426158 3.34714704570259
3.79749833583241 3.73295565454317 3.67098437932685
4.17724816941566 4.09946145510701 4.02507070640097
4.59497298635722 4.50126022140414 4.41202900659828
5.05447028499294 4.94161757175904 4.83467414533527
5.55991731349224 5.42407689087739 5.29602132465045
6.11590904484146 5.95247881463961 5.79929422194522
6.72749994932561 6.53098147452539 6.34793280863736
7.40024994425817 7.16408147471856 6.94560089616082
8.14027493868399 7.85663557845902 7.59619353402042
8.95430243255239 8.61388310280824 8.30384448660145
9.84973267580763 9.44146904167436 9.07293414492683
10.8347059433884 10.3454679842821 9.90809838665051
11.9181765377272 11.3324089502612 10.8142390803153
13.1099941915 12.4093013379925 11.7965371320926
14.42099361065 13.5836622822579 12.8604691828304
15.8630929717149 14.8635458272342 14.0118292628829
17.4494022688864 16.2575744583916 15.2567568755368
19.1943424957751 17.7749736787079 16.6017730748071
21.1137767453526 19.4256104673144 18.0538260905397
23.2251544198879 21.2200365973581 19.620347892721
25.5476698618766 23.1695379097384 21.3093227390457
28.1024368480643 25.2861907138638 23.1293681902556
30.9126805328707 27.5829264953868 25.0898283033829
34.0039485861578 30.0736060415619 27.2008777540879
37.4043434447736 32.7731039234327 29.4736345698078
41.144777789251 35.6974040029316 31.9202780923284
45.2592555681761 38.8637062646069 34.5541678847141
49.7851811249937 42.2905448335827 37.3899587171213
54.7636992374931 45.9979165668942 40.4437066471184
60.2400691612424 50.0074191469234 43.7329616177937
66.2640760773666 54.3423972064249 47.2768428895437
72.8904836851033 59.0280947219178 51.0960948387339
80.1795320536136 64.0918117387384 55.2131219654367
88.197485258975 69.5630634389022 59.652003141668
97.0172337848725 75.4737396149264 64.4384861364392
106.71895716336 81.8582627584319 69.5999644549744
117.390852879696 88.7537432272654 75.1654399260519
129.129938167665 96.2001303812992 81.1654766968343
142.042931984432 104.240359260166 87.6321554784175
156.247225182875 112.920493395108 94.5990405439821
171.871947701163 122.289865690611 102.101174964182
189.059142471279 132.401220850784 110.175120439587
207.965056718407 143.310864306831 118.859055885683
228.761562390247 155.078823724629 128.19294380482
251.637718629272 167.769029720164 138.218766784867
276.801490492199 181.449522313147 148.980829897819
304.481639541419 196.192688971779 160.526119137227
334.929803495561 212.075538906839 172.904700560458
368.422783845118 229.180016495878 186.170137862821
405.265062229629 247.593354182762 200.379897138852
445.791568452592 267.408461780839 215.595698805472
490.370725297851 288.724345057225 231.883773006832
539.407797827637 311.646542532045 249.314981507062
593.3485776104 336.287566716157 267.964788079337
652.683435371441 362.767335576054 287.91308714798
717.951778908585 391.213582318923 309.243928513579
789.746956799443 421.762236198187 332.045194680462
868.721652479388 454.557772690256 356.408289990588
955.593817727326 489.753536485302 382.427886563647
1051.15319950006 527.512043825492 410.201745442386
1156.26851945007 568.005270977037 439.83059964535
1271.89537139507 611.414932907569 471.41805632464
1399.08490853458 657.932751048448 505.070453614171
1538.99339938804 707.760702309934 540.896597904391
1692.89273932684 761.111234518473 579.007311383675
1862.18201325953 818.207427523754 619.514737994365
2048.40021458548 879.283075641673 662.53138614788
2253.24023604403 944.582666771119 708.168923558004
2478.56425964843 1014.36123677906 756.53677657159
2726.42068561327 1088.88408427072 807.740617040173
2999.0627541746 1168.4263398483 861.880840484626
3298.96902959206 1253.27239443528 919.051150078206
3628.86593255127 1343.71520235189 979.33736391496
3991.75252580639 1440.05548589691 1042.81655908354
4390.92777838703 1542.60087845375 1109.55665232974
4830.02055622574 1651.66505138044 1179.61648713191
5313.02261184831 1767.56687430062 1253.04644488456
5844.32487303314 1890.62965672528 1329.88952400014
6428.75736033646 2021.18050955901 1410.18274613241
7071.6330963701 2159.54984790906 1493.95867457653
7778.79640600712 2306.07103391578 1581.24679133534
8556.67604660783 2461.08013444724 1672.07449527611
9412.34365126861 2624.91574893177 1766.46755696216
10353.5780163955 2797.91885208501 1864.44997780414
11388.935818035 2980.43259694293 1966.04331678824
12527.8293998385 3172.80203386529 2071.26562788446
13780.6123398224 3375.3737162079 2180.13016937432
15158.6735738046 3588.49517709098 2292.64400333212
16674.5409311851 3812.51426943156 2408.80652737045
18341.9950243036 4047.77836198831 2528.60791365528
20176.194526734 4294.63338025131 2652.02740718303
22193.8139794074 4553.42267755275 2779.03146733259
24413.1953773481 4824.48572343149 2909.5718074498
26854.5149150829 5108.15660528997 3043.58346522107
29539.9664065912 5404.76235502326 3180.98309449301
32493.9630472503 5714.62113206572 3321.66769836953
35743.3593519753 6038.04031587885 3465.51403523031
39317.6952871729 6375.31458351807 3612.37894171353
43249.4648158902 6726.72407198204 3762.10083309114
