#	298339
1	21311
2	14575
3	9105
5	6577
7	4165
11	3238
13	2747
14	2334
20	1951
24	1625
27	1321
32	1120
37	950
42	804
48	681
55	576
64	487
71	408
85	344
98	292
123	248
147	210
166	177
187	150
227	127
270	107
321	90
386	76
471	64
560	54
689	45
814	38
977	32
1154	27
1416	22
1740	18
2091	15
2570	12
3010	10
3689	8
4695	6
5422	5
6502	4
8146	3
11073	2
18259	1
