9504 1
9076 1
8833 1
7642 1
6059 1
4717 1
4020 1
3652 1
3003 1
2838 1
2655 1
2654 1
2366 1
2220 1
2182 1
2146 1
2097 1
2075 1
2001 1
1984 1
1975 1
1970 1
1939 1
1722 1
1627 1
1563 1
1521 1
1514 1
1421 1
1405 1
1401 1
1371 1
1269 1
1160 1
1133 1
1126 1
1083 1
899 1
852 1
837 1
799 1
795 1
790 1
789 1
785 1
746 1
744 1
724 1
714 1
708 1
700 1
697 1
691 1
687 1
676 1
670 1
662 1
640 1
632 1
628 1
596 1
584 1
576 1
574 1
571 1
569 1
566 1
548 1
545 2
541 1
535 1
527 1
524 1
507 1
493 1
483 1
475 2
471 1
465 1
463 1
457 2
446 1
445 2
436 1
431 1
425 1
424 1
418 1
407 1
402 1
400 1
388 1
377 1
375 1
371 1
363 1
358 4
353 1
352 1
351 1
350 1
347 1
346 1
342 1
330 1
328 1
322 1
321 1
317 1
315 1
312 1
310 1
303 3
302 1
293 1
290 1
285 1
283 1
282 1
281 1
278 1
276 1
273 1
272 1
270 1
267 2
264 1
260 1
255 3
249 3
246 2
245 1
243 1
239 1
237 1
236 1
235 1
234 2
233 1
231 1
230 1
228 3
226 1
224 1
223 1
222 1
219 1
218 1
217 1
215 1
213 2
207 1
202 1
201 1
199 2
198 2
197 1
193 1
192 2
191 1
190 1
189 2
187 1
185 1
184 1
183 2
181 1
179 3
178 1
177 2
176 1
171 2
170 1
168 2
167 1
166 2
165 2
162 1
160 1
158 1
157 5
155 4
154 1
152 2
150 1
149 2
147 2
144 3
143 2
142 1
141 1
139 1
138 2
137 4
136 1
135 5
134 1
132 2
131 3
130 2
129 1
128 4
127 4
126 2
125 1
124 1
122 2
121 3
120 2
119 4
118 1
117 3
116 2
115 4
114 3
113 2
112 3
111 1
108 3
107 2
106 2
105 1
104 2
103 1
102 2
101 2
100 5
99 3
98 1
97 1
96 4
95 4
94 2
93 1
92 4
91 6
90 1
89 7
88 3
87 2
86 4
85 5
84 3
83 4
82 6
81 8
80 2
79 4
78 4
77 2
76 5
75 5
74 8
73 4
72 1
71 9
70 6
69 7
68 7
67 2
66 2
65 7
64 7
63 4
62 6
61 7
60 6
59 6
58 3
57 1
56 10
55 5
54 9
53 8
52 2
51 6
50 3
49 12
48 7
47 3
46 10
45 11
44 12
43 16
42 11
41 11
40 11
39 17
38 14
37 12
36 19
35 13
34 15
33 20
32 22
31 17
30 27
29 23
28 17
27 21
26 18
25 20
24 31
23 25
22 43
21 39
20 43
19 41
18 36
17 50
16 64
15 73
14 70
13 92
12 84
11 102
10 118
9 137
8 180
7 207
6 329
5 390
4 524
3 766
2 1482
1 3922
