#	104909
1	5889
2	3816
5	2872
7	1998
8	1596
9	1285
11	1005
18	825
21	688
26	581
29	464
36	392
42	329
48	279
55	235
65	199
78	169
88	143
101	121
112	102
141	86
168	73
206	62
236	52
275	44
330	37
386	31
461	26
545	22
659	18
798	15
994	12
1196	10
1458	8
1911	6
2242	5
2692	4
3378	3
4703	2
8099	1
