#	101247
1	8208
2	3832
3	2477
6	1968
7	1509
9	1274
10	995
12	805
18	676
24	564
29	464
35	394
40	332
49	280
60	233
67	196
77	165
90	140
104	118
119	100
146	84
172	71
206	60
247	50
301	42
365	35
423	29
512	24
619	20
761	16
918	13
1075	11
1285	9
1624	7
2169	5
2618	4
3352	3
4653	2
8198	1
