9616 1
5633 1
5502 1
4048 1
3946 1
2550 1
2340 1
2068 1
1911 1
1899 1
1842 1
1830 1
1779 1
1681 1
1535 1
1374 1
1297 1
1280 1
1279 1
1270 1
1171 1
1114 1
1087 1
1024 1
988 1
957 1
930 1
900 1
889 1
888 1
885 1
846 1
812 1
717 1
686 1
674 1
656 1
618 1
608 1
587 1
577 1
551 1
530 1
468 1
462 1
457 1
456 1
436 1
399 1
389 1
386 1
385 1
377 1
367 1
351 1
345 1
340 1
331 1
330 1
323 1
317 1
312 1
306 1
293 1
290 1
285 1
282 1
281 1
280 1
279 2
274 1
272 1
271 1
267 1
266 1
261 1
256 1
249 1
246 1
239 1
236 2
222 1
219 1
218 1
217 1
215 1
211 1
210 1
208 2
207 2
204 1
199 1
196 1
191 1
188 1
184 3
183 1
181 1
175 1
174 1
169 1
168 1
167 2
165 2
164 2
163 3
161 3
159 2
158 1
157 1
155 2
153 1
148 1
147 1
146 1
144 1
143 1
137 1
136 1
134 1
133 1
132 3
128 1
125 1
124 1
123 1
122 2
121 2
119 1
118 2
115 2
113 1
112 3
111 3
110 1
109 1
108 2
107 2
106 1
105 2
104 1
102 2
101 1
100 1
99 1
98 3
97 1
96 4
95 3
94 2
92 2
91 2
90 3
89 3
88 3
87 2
86 2
84 4
83 2
82 4
81 1
80 6
79 3
78 3
77 3
76 3
75 3
74 6
73 5
72 3
71 4
70 1
69 5
68 4
67 3
66 4
65 2
64 3
63 3
62 5
61 6
60 8
59 5
58 2
57 5
56 7
55 6
54 8
53 9
52 11
51 7
50 13
49 8
48 6
47 6
46 13
45 7
44 7
43 15
42 5
41 9
40 9
39 8
38 10
37 13
36 8
35 14
34 12
33 7
32 23
31 18
30 19
29 25
28 27
27 23
26 22
25 35
24 25
23 48
22 29
21 43
20 49
19 38
18 41
17 57
16 68
15 63
14 97
13 87
12 106
11 99
10 140
9 145
8 207
7 208
6 278
5 419
4 524
3 815
2 1493
1 4129
